0,0,0.055,0.005,0,0,0,0,0.01,0,0,0,0,0,0,0.005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.055,0,0,0,0,0,0,0,0.005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0.03,0,0,0,0,0,0,0,0,0,0.005,0,0,0,0,0,0.005,0,0,0,0,0,0,0,1
0.00426439,0.0021322,0.0234542,0.0127932,0.00426439,0,0,0,0.00426439,0,0,0,0,0,0,0.00426439,0,0,0,0,0,0.0021322,0,0,0.0127932,0,0.00426439,0,0,0,0,0.00426439,0,0,0,0,0,0.0021322,0,0.00852878,0,0,0,0.0234542,0,0,0.0021322,0.0021322,0,0.0021322,0,0.0021322,0,0,0.00852878,0,0,0,0,0,0,0,0.0021322,0,0.00852878,0,0,0,0.00852878,0,0,0.00426439,0,0,0,0,0.0127932,0,0,0,0,0,0,0,0,0,0.0021322,0,0.0021322,0.00426439,0,0,0.0021322,0,0,0,0,0,0,0,1
0.0046225,0.00308166,0.0169492,0.00924499,0.00308166,0,0,0,0.00308166,0,0,0,0,0,0,0.00308166,0,0,0,0,0,0.00154083,0,0,0.00924499,0,0.00308166,0.00154083,0,0,0,0.0046225,0,0.00308166,0,0,0,0.00154083,0.00154083,0.00616333,0,0,0,0.0169492,0,0,0.00154083,0.00154083,0.00154083,0.00154083,0,0.00154083,0,0.00154083,0.00616333,0,0,0,0,0,0,0.00308166,0.00154083,0,0.00616333,0,0.00154083,0,0.00616333,0,0,0.00308166,0.00308166,0,0.00154083,0.00154083,0.00924499,0,0,0.00154083,0,0,0,0,0,0,0.00154083,0,0.00154083,0.00308166,0.00154083,0,0.00154083,0,0,0,0,0.00154083,0,0,1
0.00331492,0.00220994,0.0121547,0.00994475,0.00220994,0,0.00441989,0,0.00220994,0,0,0.00110497,0,0,0,0.00220994,0,0,0.00552486,0,0,0.00662983,0,0,0.00662983,0,0.00220994,0.00110497,0,0.00220994,0,0.00331492,0,0.00552486,0,0,0,0.00110497,0.00110497,0.00441989,0,0,0,0.0121547,0,0.00110497,0.00110497,0.00110497,0.00110497,0.00331492,0,0.00552486,0,0.00110497,0.00773481,0,0,0,0,0,0,0.00220994,0.00331492,0,0.00441989,0,0.00110497,0,0.00441989,0,0.00220994,0.00220994,0.00220994,0,0.00110497,0.00110497,0.00662983,0,0,0.00110497,0,0,0,0,0,0.00331492,0.00110497,0,0.00110497,0.00220994,0.00110497,0,0.00220994,0,0.00552486,0,0,0.00110497,0,0,1
0.00408163,0.00326531,0.00897959,0.00734694,0.00163265,0,0.00897959,0,0.00163265,0,0,0.000816327,0,0,0.000816327,0.00571429,0.00326531,0,0.00408163,0.000816327,0,0.00489796,0.00408163,0,0.00979592,0,0.00163265,0.000816327,0,0.00244898,0,0.00244898,0,0.00408163,0.00326531,0.00244898,0,0.000816327,0.000816327,0.00326531,0.00244898,0.000816327,0,0.00979592,0,0.000816327,0.000816327,0.000816327,0.000816327,0.00326531,0,0.00408163,0,0.000816327,0.00571429,0,0,0.00163265,0,0,0,0.00163265,0.00408163,0,0.00326531,0,0.000816327,0,0.00408163,0,0.00163265,0.00163265,0.00163265,0.00163265,0.000816327,0.00244898,0.00489796,0,0,0.000816327,0,0,0,0.000816327,0,0.00244898,0.000816327,0,0.000816327,0.00163265,0.000816327,0,0.00244898,0,0.00408163,0.000816327,0,0.000816327,0,0.000816327,1
0.00373134,0.00298507,0.00820896,0.00671642,0.00298507,0,0.00895522,0,0.00149254,0,0.00223881,0.000746269,0,0,0.000746269,0.00522388,0.00298507,0.000746269,0.00447761,0.000746269,0,0.00447761,0.00373134,0,0.00970149,0,0.00149254,0.000746269,0,0.00223881,0,0.00223881,0,0.00373134,0.00298507,0.00298507,0,0.000746269,0.000746269,0.00298507,0.00223881,0.00149254,0,0.00895522,0,0.000746269,0.000746269,0.000746269,0.000746269,0.00298507,0,0.00373134,0,0.00149254,0.00522388,0,0,0.00149254,0,0,0,0.00149254,0.00373134,0,0.00298507,0,0.000746269,0,0.00373134,0,0.00149254,0.00149254,0.00149254,0.00149254,0.000746269,0.00223881,0.00447761,0,0,0.000746269,0,0,0,0.000746269,0,0.00223881,0.000746269,0,0.000746269,0.00149254,0.000746269,0,0.00223881,0,0.00373134,0.000746269,0,0.000746269,0,0.000746269,1
0.00351865,0.00351865,0.00774103,0.00633357,0.00281492,0,0.00844476,0,0.00140746,0,0.00422238,0.00070373,0,0,0.00070373,0.00492611,0.00281492,0.00070373,0.00492611,0.00070373,0,0.00422238,0.00351865,0,0.00914849,0,0.00140746,0.00070373,0,0.00211119,0,0.00211119,0,0.00351865,0.00281492,0.00281492,0,0.00070373,0.00070373,0.00281492,0.00211119,0.00140746,0,0.0105559,0,0.00070373,0.00070373,0.00070373,0.00070373,0.00281492,0,0.00351865,0,0.00140746,0.00492611,0,0,0.00140746,0,0,0,0.00140746,0.00351865,0,0.00281492,0,0.00070373,0,0.00351865,0,0.00140746,0.00140746,0.00140746,0.00140746,0.00070373,0.00211119,0.00422238,0,0,0.00070373,0,0,0,0.00070373,0,0.00281492,0.00070373,0,0.00070373,0.00140746,0.00070373,0,0.00211119,0,0.00351865,0.00070373,0,0.00070373,0,0.00070373,1
0.00464576,0.00406504,0.00638792,0.00522648,0.00638792,0.00058072,0.00696864,0,0.00174216,0,0.00406504,0.00464576,0.00058072,0,0.00058072,0.00406504,0.00232288,0.00058072,0.00406504,0.00522648,0,0.00348432,0.0029036,0.00058072,0.014518,0,0.00116144,0.00058072,0,0.00174216,0,0.00174216,0,0.0029036,0.00232288,0.00232288,0,0.00058072,0.00058072,0.00232288,0.00174216,0.00116144,0,0.0087108,0,0.00058072,0.00058072,0.00058072,0.00058072,0.00232288,0,0.0029036,0,0.00116144,0.00406504,0.00058072,0,0.00116144,0,0,0,0.00116144,0.0029036,0,0.00232288,0,0.00058072,0,0.00348432,0,0.00116144,0.00116144,0.00116144,0.00116144,0.00058072,0.00174216,0.00348432,0,0,0.00058072,0,0,0,0.00116144,0.00058072,0.00232288,0.00058072,0,0.00058072,0.0058072,0.00058072,0,0.00174216,0,0.0029036,0.00058072,0,0.00058072,0,0.00058072,1
0.00625978,0.00365154,0.00573813,0.00469484,0.00573813,0.000521648,0.00678143,0,0.00260824,0,0.00365154,0.00417319,0.000521648,0,0.0010433,0.00365154,0.00208659,0.00156495,0.00782473,0.00469484,0.000521648,0.00312989,0.00260824,0.000521648,0.0130412,0,0.0010433,0.0010433,0,0.00156495,0,0.00156495,0,0.00260824,0.00208659,0.00208659,0,0.000521648,0.000521648,0.00208659,0.00156495,0.0010433,0,0.00782473,0,0.000521648,0.0010433,0.000521648,0.000521648,0.00260824,0.000521648,0.00260824,0,0.0010433,0.00365154,0.000521648,0,0.0010433,0,0,0,0.0010433,0.00260824,0,0.00208659,0,0.000521648,0,0.00312989,0,0.0010433,0.00208659,0.0010433,0.0010433,0.000521648,0.00156495,0.00312989,0,0,0.000521648,0,0,0,0.0010433,0.000521648,0.00208659,0.000521648,0,0.000521648,0.00521648,0.000521648,0,0.00156495,0,0.00260824,0.000521648,0,0.00260824,0,0.000521648,1
0.00532623,0.00310697,0.00532623,0.00399467,0.00710164,0.000443853,0.0102086,0,0.00221926,0,0.00310697,0.00532623,0.000443853,0,0.000887705,0.00310697,0.00177541,0.00133156,0.00710164,0.00577008,0.000443853,0.00266312,0.00221926,0.000887705,0.0110963,0,0.000887705,0.000887705,0,0.00133156,0,0.00133156,0,0.00221926,0.00177541,0.00177541,0.000443853,0.000443853,0.000443853,0.00177541,0.00355082,0.000887705,0,0.00710164,0,0.000443853,0.000887705,0.000443853,0.000443853,0.00221926,0.000443853,0.00221926,0,0.000887705,0.00310697,0.000443853,0.00177541,0.000887705,0,0,0,0.000887705,0.00221926,0.000443853,0.00177541,0,0.000443853,0,0.00266312,0,0.000887705,0.00177541,0.000887705,0.000887705,0.000443853,0.00133156,0.00266312,0,0,0.000443853,0,0,0,0.000887705,0.000443853,0.00177541,0.000887705,0,0.00221926,0.00443853,0.000443853,0,0.00133156,0,0.00532623,0.000443853,0,0.00221926,0,0.00221926,1
